Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2018,Albania,ALB,France,FRA,G,N,FI,P,8311
2018,Albania,ALB,France,FRA,G,A,RA,P,762
2018,Albania,ALB,France,FRA,G,R,RA,P,1372
2018,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,486
2018,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,2384
2018,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,32
2018,Albania,ALB,Germany,DEU,G,J,JR,P,1292
2018,Albania,ALB,Germany,DEU,G,N,NA,P,1877
2018,Albania,ALB,Germany,DEU,G,R,RA,P,1064
2018,Albania,ALB,Greece,GRC,G,A,AR,P,2463
2018,Albania,ALB,Greece,GRC,G,N,FI,P,3123
2018,Albania,ALB,Greece,GRC,G,R,FI,P,196
2018,Albania,ALB,Iceland,ISL,G,A,AR,P,59
2018,Albania,ALB,Iceland,ISL,G,N,FI,P,108
2018,Albania,ALB,Ireland,IRL,G,A,AR,P,324
2018,Albania,ALB,Ireland,IRL,G,N,FI,P,459
2018,Albania,ALB,Italy,ITA,G,N,FI,P,990
2018,Albania,ALB,Luxembourg,LUX,G,A,AR,P,10
2018,Albania,ALB,Luxembourg,LUX,G,N,FI,P,40
2018,Albania,ALB,Netherlands,NLD,G,N,FI,P,551
2018,Albania,ALB,Netherlands,NLD,G,R,RA,P,16
2018,Albania,ALB,Norway,NOR,G,A,AR,P,34
2018,Albania,ALB,Norway,NOR,G,N,FI,P,65
2018,Albania,ALB,Portugal,PRT,G,N,FI,P,10
2018,Albania,ALB,Spain,ESP,G,N,FI,P,63
2018,Albania,ALB,Slovenia,SVN,G,N,FI,P,16
2018,Albania,ALB,Sweden,SWE,G,N,FI,P,573
2018,Albania,ALB,Sweden,SWE,G,A,JR,P,421
2018,Albania,ALB,Sweden,SWE,G,R,RA,P,43
2018,Albania,ALB,Switzerland,CHE,G,N,FI,P,86
2018,Albania,ALB,Switzerland,CHE,G,R,RA,P,9
2018,Albania,ALB,"United States of America",USA,G,A,AR,P,272
2018,Albania,ALB,"United States of America",USA,G,N,EO,P,142
2018,Albania,ALB,"United States of America",USA,G,N,IN,C,278
2018,Algeria,DZA,Albania,ALB,G,N,FI,P,227
2018,Algeria,DZA,Argentina,ARG,G,N,FI,P,8
2018,Algeria,DZA,Austria,AUT,G,N,FA,P,170
2018,Algeria,DZA,Belgium,BEL,G,N,FI,P,115
2018,Algeria,DZA,Belgium,BEL,G,R,RA,P,35
2018,Algeria,DZA,Brazil,BRA,G,N,FI,P,7
2018,Algeria,DZA,"Bosnia and Herzegovina",BIH,G,N,FI,P,18
2018,Algeria,DZA,"Bosnia and Herzegovina",BIH,G,J,JR,P,5
2018,Algeria,DZA,Bulgaria,BGR,G,N,FA,P,7
2018,Algeria,DZA,Canada,CAN,G,A,AR,P,15
2018,Algeria,DZA,Canada,CAN,G,N,FI,P,430
2018,Algeria,DZA,Cyprus,CYP,G,N,FI,P,6
2018,Algeria,DZA,Czechia,CZE,G,N,FI,P,13
2018,Algeria,DZA,Czechia,CZE,G,R,RA,P,6
2018,Algeria,DZA,Denmark,DNK,G,A,AR,P,8
2018,Algeria,DZA,Denmark,DNK,G,N,FI,P,72
2018,Algeria,DZA,Finland,FIN,G,N,FI,P,12
2018,Algeria,DZA,Finland,FIN,G,R,RA,P,11
2018,Algeria,DZA,France,FRA,G,A,AR,P,1681
2018,Algeria,DZA,France,FRA,G,N,FI,P,3108
2018,Algeria,DZA,France,FRA,G,A,RA,P,63
2018,Algeria,DZA,France,FRA,G,R,RA,P,178
2018,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,79
2018,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,285
2018,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,5
2018,Algeria,DZA,Germany,DEU,G,J,JR,P,875
2018,Algeria,DZA,Germany,DEU,G,N,NA,P,1199
2018,Algeria,DZA,Germany,DEU,G,R,RA,P,328
2018,Algeria,DZA,Greece,GRC,G,A,AR,P,242
2018,Algeria,DZA,Greece,GRC,G,N,FI,P,835
2018,Algeria,DZA,Greece,GRC,G,R,FI,P,62
2018,Algeria,DZA,Croatia,HRV,G,N,FI,P,60
2018,Algeria,DZA,Croatia,HRV,G,A,JR,P,14
2018,Algeria,DZA,Iceland,ISL,G,A,AR,P,5
2018,Algeria,DZA,Iceland,ISL,G,N,FI,P,5
2018,Algeria,DZA,Indonesia,IDN,U,A,AR,P,5
2018,Algeria,DZA,Ireland,IRL,G,A,AR,P,70
2018,Algeria,DZA,Ireland,IRL,G,N,FI,P,89
2018,Algeria,DZA,Italy,ITA,G,N,FI,P,160
2018,Algeria,DZA,"Rep. of Korea",KOR,G,N,FA,P,115
2018,Algeria,DZA,Liechtenstein,LIE,G,N,FI,P,6
2018,Algeria,DZA,Luxembourg,LUX,G,A,AR,P,5
2018,Algeria,DZA,Luxembourg,LUX,G,N,FI,P,75
2018,Algeria,DZA,Montenegro,MNE,G,N,FA,P,304
2018,Algeria,DZA,Morocco,MAR,U,N,FI,P,7
2018,Algeria,DZA,Netherlands,NLD,G,N,FI,P,1267
2018,Algeria,DZA,Netherlands,NLD,G,R,RA,P,63
2018,Algeria,DZA,Norway,NOR,G,A,AR,P,7
2018,Algeria,DZA,Norway,NOR,G,N,FI,P,12
2018,Algeria,DZA,Poland,POL,G,N,AR,P,7
2018,Algeria,DZA,Poland,POL,G,N,FI,P,8
2018,Algeria,DZA,Portugal,PRT,G,N,FI,P,5
2018,Algeria,DZA,"South Africa",ZAF,G,N,FI,P,5
2018,Algeria,DZA,Spain,ESP,G,N,FI,P,1366
2018,Algeria,DZA,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,44
2018,Algeria,DZA,Slovenia,SVN,G,A,AR,P,5
2018,Algeria,DZA,Slovenia,SVN,G,N,FI,P,470
2018,Algeria,DZA,Slovenia,SVN,G,R,RA,P,18
2018,Algeria,DZA,Sweden,SWE,G,N,FI,P,99
2018,Algeria,DZA,Sweden,SWE,G,A,JR,P,65
2018,Algeria,DZA,Sweden,SWE,G,R,RA,P,23
2018,Algeria,DZA,Switzerland,CHE,G,N,FI,P,711
2018,Algeria,DZA,Switzerland,CHE,G,R,RA,P,36
2018,Algeria,DZA,Tunisia,TUN,U,N,FI,P,5
2018,Algeria,DZA,Türkiye,TUR,U,N,FI,P,5
2018,Algeria,DZA,Ukraine,UKR,G,N,FI,P,5
2018,Algeria,DZA,"United States of America",USA,G,A,AR,P,71
2018,Algeria,DZA,"United States of America",USA,G,N,EO,P,13
2018,Algeria,DZA,"United States of America",USA,G,N,IN,C,64
2018,Angola,AGO,Argentina,ARG,G,N,FI,P,5
2018,Angola,AGO,Austria,AUT,G,N,FA,P,10
2018,Angola,AGO,Belgium,BEL,G,N,FI,P,90
2018,Angola,AGO,Belgium,BEL,G,R,RA,P,5
2018,Angola,AGO,Brazil,BRA,G,N,FI,P,675
2018,Angola,AGO,Canada,CAN,G,A,AR,P,24
2018,Angola,AGO,Canada,CAN,G,N,FI,P,511
2018,Angola,AGO,"Costa Rica",CRI,G,N,FI,P,13
2018,Angola,AGO,Ecuador,ECU,G,N,FA,P,29
2018,Angola,AGO,Finland,FIN,G,N,FI,P,39
2018,Angola,AGO,France,FRA,G,A,AR,P,684
2018,Angola,AGO,France,FRA,G,N,FI,P,1093
2018,Angola,AGO,France,FRA,G,A,RA,P,29
2018,Angola,AGO,France,FRA,G,R,RA,P,47
2018,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,30
2018,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,57
2018,Angola,AGO,Germany,DEU,G,J,JR,P,263
2018,Angola,AGO,Germany,DEU,G,N,NA,P,266
2018,Angola,AGO,Germany,DEU,G,R,RA,P,10
2018,Angola,AGO,Greece,GRC,G,N,FI,P,8
2018,Angola,AGO,Ireland,IRL,G,A,AR,P,5
2018,Angola,AGO,Ireland,IRL,G,N,FI,P,9
2018,Angola,AGO,Italy,ITA,G,N,FI,P,5
2018,Angola,AGO,"Rep. of Korea",KOR,G,N,FA,P,39
2018,Angola,AGO,Netherlands,NLD,G,N,FI,P,24
2018,Angola,AGO,Norway,NOR,G,A,AR,P,21
2018,Angola,AGO,Norway,NOR,G,N,FI,P,27
2018,Angola,AGO,Peru,PER,G,N,FI,P,5
2018,Angola,AGO,Poland,POL,G,N,FI,P,5
2018,Angola,AGO,Portugal,PRT,G,N,FI,P,225
2018,Angola,AGO,Spain,ESP,G,N,FI,P,24
2018,Angola,AGO,Sweden,SWE,G,N,FI,P,35
2018,Angola,AGO,Sweden,SWE,G,A,JR,P,26
2018,Angola,AGO,Switzerland,CHE,G,N,FI,P,70
2018,Angola,AGO,Switzerland,CHE,G,R,RA,P,11
2018,Angola,AGO,Türkiye,TUR,U,N,FI,P,14
2018,Angola,AGO,Ukraine,UKR,G,N,FI,P,5
2018,Angola,AGO,"United States of America",USA,G,A,AR,P,154
2018,Angola,AGO,"United States of America",USA,G,N,EO,P,63
2018,Angola,AGO,"United States of America",USA,G,N,IN,C,270
2018,"Antigua and Barbuda",ATG,Canada,CAN,G,A,AR,P,11
2018,"Antigua and Barbuda",ATG,Canada,CAN,G,N,FI,P,15
2018,"Antigua and Barbuda",ATG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2018,Egypt,EGY,Albania,ALB,G,N,FI,P,23
2018,Egypt,EGY,Argentina,ARG,G,N,FI,P,5
2018,Egypt,EGY,Australia,AUS,G,A,AR,P,107
2018,Egypt,EGY,Australia,AUS,G,N,FI,P,82
2018,Egypt,EGY,Austria,AUT,G,N,FA,P,107
2018,Egypt,EGY,Azerbaijan,AZE,G,N,FI,P,9
2018,Egypt,EGY,Belgium,BEL,G,N,FI,P,50
2018,Egypt,EGY,Belgium,BEL,G,R,RA,P,40
2018,Egypt,EGY,Brazil,BRA,G,N,FI,P,128
2018,Egypt,EGY,"Bosnia and Herzegovina",BIH,G,N,FI,P,5
2018,Egypt,EGY,Bulgaria,BGR,G,N,FA,P,9
2018,Egypt,EGY,Canada,CAN,G,A,AR,P,28
2018,Egypt,EGY,Canada,CAN,G,N,FI,P,1200
2018,Egypt,EGY,Cyprus,CYP,G,A,AR,P,74
2018,Egypt,EGY,Cyprus,CYP,G,N,FI,P,398
2018,Egypt,EGY,Cyprus,CYP,G,R,FI,P,9
2018,Egypt,EGY,Cyprus,CYP,G,R,RA,P,14
2018,Egypt,EGY,Czechia,CZE,G,N,FI,P,5
2018,Egypt,EGY,Denmark,DNK,G,A,AR,P,5
2018,Egypt,EGY,Denmark,DNK,G,N,FI,P,13
2018,Egypt,EGY,Ecuador,ECU,G,N,FA,P,5
2018,Egypt,EGY,Estonia,EST,G,N,FI,P,10
2018,Egypt,EGY,Finland,FIN,G,N,FI,P,13
2018,Egypt,EGY,Finland,FIN,G,R,RA,P,9
2018,Egypt,EGY,France,FRA,G,A,AR,P,342
2018,Egypt,EGY,France,FRA,G,N,FI,P,536
2018,Egypt,EGY,France,FRA,G,A,RA,P,53
2018,Egypt,EGY,France,FRA,G,R,RA,P,76
2018,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,209
2018,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,376
2018,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,15
2018,Egypt,EGY,Georgia,GEO,G,N,FI,P,93
2018,Egypt,EGY,Germany,DEU,G,J,JR,P,789
2018,Egypt,EGY,Germany,DEU,G,N,NA,P,659
2018,Egypt,EGY,Germany,DEU,G,R,RA,P,148
2018,Egypt,EGY,Greece,GRC,G,A,AR,P,565
2018,Egypt,EGY,Greece,GRC,G,N,FI,P,916
2018,Egypt,EGY,Greece,GRC,G,R,FI,P,129
2018,Egypt,EGY,Croatia,HRV,G,N,FI,P,5
2018,Egypt,EGY,Croatia,HRV,G,A,JR,P,5
2018,Egypt,EGY,Iceland,ISL,G,N,FI,P,10
2018,Egypt,EGY,India,IND,U,N,FI,P,5
2018,Egypt,EGY,Indonesia,IDN,U,A,AR,P,5
2018,Egypt,EGY,Indonesia,IDN,U,N,FI,P,12
2018,Egypt,EGY,Ireland,IRL,G,A,AR,P,16
2018,Egypt,EGY,Ireland,IRL,G,N,FI,P,36
2018,Egypt,EGY,Italy,ITA,G,N,FI,P,669
2018,Egypt,EGY,Jordan,JOR,U,A,AR,P,5
2018,Egypt,EGY,Jordan,JOR,U,N,FI,P,135
2018,Egypt,EGY,Kenya,KEN,G,N,FI,P,8
2018,Egypt,EGY,"Rep. of Korea",KOR,G,N,FA,P,870
2018,Egypt,EGY,Libya,LBY,U,N,FI,P,23
2018,Egypt,EGY,Lebanon,LBN,U,A,AR,P,6
2018,Egypt,EGY,Lebanon,LBN,U,N,FI,P,122
2018,Egypt,EGY,Luxembourg,LUX,G,N,FI,P,15
2018,Egypt,EGY,Latvia,LVA,G,N,FI,P,11
2018,Egypt,EGY,Malaysia,MYS,U,N,FI,P,12
2018,Egypt,EGY,Montenegro,MNE,G,N,FA,P,8
2018,Egypt,EGY,Morocco,MAR,U,N,FI,P,5
2018,Egypt,EGY,Malta,MLT,G,A,AR,P,15
2018,Egypt,EGY,Malta,MLT,G,N,FI,P,26
2018,Egypt,EGY,Netherlands,NLD,G,N,FI,P,149
2018,Egypt,EGY,Netherlands,NLD,G,R,RA,P,67
2018,Egypt,EGY,Norway,NOR,G,A,AR,P,10
2018,Egypt,EGY,Norway,NOR,G,N,FI,P,12
2018,Egypt,EGY,Poland,POL,G,N,AR,P,11
2018,Egypt,EGY,Poland,POL,G,N,FI,P,21
2018,Egypt,EGY,Romania,ROU,G,N,FI,P,5
2018,Egypt,EGY,"South Africa",ZAF,G,N,FI,P,52
2018,Egypt,EGY,"Russian Federation",RUS,G,N,TA,P,6
2018,Egypt,EGY,Somalia,SOM,U,N,FI,P,9
2018,Egypt,EGY,Spain,ESP,G,N,FI,P,75
2018,Egypt,EGY,Slovenia,SVN,G,N,FI,P,13
2018,Egypt,EGY,Sweden,SWE,G,N,FI,P,344
2018,Egypt,EGY,Sweden,SWE,G,A,JR,P,213
2018,Egypt,EGY,Sweden,SWE,G,R,RA,P,43
2018,Egypt,EGY,Switzerland,CHE,G,N,FI,P,24
2018,Egypt,EGY,Switzerland,CHE,G,R,RA,P,7
2018,Egypt,EGY,"Syrian Arab Rep.",SYR,U,N,FI,P,9
2018,Egypt,EGY,Thailand,THA,U,N,FI,P,7
2018,Egypt,EGY,Türkiye,TUR,U,N,FI,P,93
2018,Egypt,EGY,Uganda,UGA,G,N,FI,P,5
2018,Egypt,EGY,"United States of America",USA,G,A,AR,P,451
2018,Egypt,EGY,"United States of America",USA,G,N,EO,P,81
2018,Egypt,EGY,"United States of America",USA,G,N,IN,C,1146
2018,Argentina,ARG,Brazil,BRA,G,N,FI,P,39
2018,Argentina,ARG,Canada,CAN,G,A,AR,P,10
2018,Argentina,ARG,Canada,CAN,G,N,FI,P,17
2018,Argentina,ARG,"Costa Rica",CRI,G,N,FI,P,9
2018,Argentina,ARG,Ecuador,ECU,G,N,FA,P,5
2018,Argentina,ARG,France,FRA,G,A,AR,P,5
2018,Argentina,ARG,Germany,DEU,G,J,JR,P,5
2018,Argentina,ARG,Germany,DEU,G,N,NA,P,9
2018,Argentina,ARG,Italy,ITA,G,N,FI,P,9
2018,Argentina,ARG,"Rep. of Korea",KOR,G,N,FA,P,5
2018,Argentina,ARG,Mexico,MEX,G,N,FI,P,7
2018,Argentina,ARG,Peru,PER,G,N,FI,P,10
2018,Argentina,ARG,"Russian Federation",RUS,G,N,FI,P,5
2018,Argentina,ARG,"Russian Federation",RUS,G,N,TA,P,5
2018,Argentina,ARG,Spain,ESP,G,N,FI,P,54
2018,Argentina,ARG,Sweden,SWE,G,N,FI,P,6
2018,Argentina,ARG,Sweden,SWE,G,R,RA,P,5
2018,Argentina,ARG,Uruguay,URY,G,N,FI,P,6
2018,Argentina,ARG,"United States of America",USA,G,A,AR,P,36
2018,Argentina,ARG,"United States of America",USA,G,N,EO,P,40
2018,Argentina,ARG,"United States of America",USA,G,N,IN,C,23
2018,Armenia,ARM,Argentina,ARG,G,A,AR,P,5
2018,Armenia,ARM,Argentina,ARG,G,N,FI,P,53
2018,Armenia,ARM,Austria,AUT,G,N,FA,P,104
2018,Armenia,ARM,Belgium,BEL,G,N,FI,P,110
2018,Armenia,ARM,Belgium,BEL,G,R,RA,P,50
2018,Armenia,ARM,Canada,CAN,G,N,FI,P,10
2018,Armenia,ARM,Czechia,CZE,G,N,FI,P,101
2018,Armenia,ARM,Czechia,CZE,G,R,RA,P,16
2018,Armenia,ARM,Denmark,DNK,G,A,AR,P,8
2018,Armenia,ARM,Denmark,DNK,G,N,FI,P,23
2018,Armenia,ARM,Finland,FIN,G,N,FI,P,8
2018,Armenia,ARM,France,FRA,G,A,AR,P,1474
2018,Armenia,ARM,France,FRA,G,N,FI,P,2365
2018,Armenia,ARM,France,FRA,G,A,RA,P,199
2018,Armenia,ARM,France,FRA,G,R,RA,P,289
2018,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,19
2018,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,12
2018,Armenia,ARM,Georgia,GEO,G,N,FI,P,5
2018,Armenia,ARM,Germany,DEU,G,J,JR,P,2942
2018,Armenia,ARM,Germany,DEU,G,N,NA,P,1512
2018,Armenia,ARM,Germany,DEU,G,R,RA,P,405
2018,Armenia,ARM,Greece,GRC,G,A,AR,P,42
2018,Armenia,ARM,Greece,GRC,G,N,FI,P,71
2018,Armenia,ARM,Greece,GRC,G,R,FI,P,7
2018,Armenia,ARM,Ireland,IRL,G,N,FI,P,5
2018,Armenia,ARM,Israel,ISR,G,N,FA,P,30
2018,Armenia,ARM,Italy,ITA,G,N,FI,P,124
2018,Armenia,ARM,Lithuania,LTU,G,N,FI,P,8
2018,Armenia,ARM,Luxembourg,LUX,G,N,FI,P,5
2018,Armenia,ARM,"Rep. of Moldova",MDA,G,N,FI,P,7
2018,Armenia,ARM,"Rep. of Moldova",MDA,G,J,JR,P,5
2018,Armenia,ARM,Malta,MLT,G,A,AR,P,5
2018,Armenia,ARM,Netherlands,NLD,G,N,FI,P,59
2018,Armenia,ARM,Netherlands,NLD,G,R,RA,P,37
2018,Armenia,ARM,Norway,NOR,G,N,FI,P,5
2018,Armenia,ARM,Poland,POL,G,N,AR,P,43
2018,Armenia,ARM,Poland,POL,G,N,FI,P,37
2018,Armenia,ARM,Portugal,PRT,G,N,FI,P,5
2018,Armenia,ARM,"Russian Federation",RUS,G,N,TA,P,7
2018,Armenia,ARM,Spain,ESP,G,N,FI,P,198
2018,Armenia,ARM,Sweden,SWE,G,N,FI,P,82
2018,Armenia,ARM,Sweden,SWE,G,A,JR,P,202
2018,Armenia,ARM,Sweden,SWE,G,R,RA,P,92
2018,Armenia,ARM,Switzerland,CHE,G,N,FI,P,37
2018,Armenia,ARM,Switzerland,CHE,G,R,RA,P,8
2018,Armenia,ARM,"United States of America",USA,G,A,AR,P,186
2018,Armenia,ARM,"United States of America",USA,G,N,EO,P,459
2018,Armenia,ARM,"United States of America",USA,G,N,IN,C,227
2018,Australia,AUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2018,Australia,AUS,"United States of America",USA,G,N,EO,P,7
2018,Australia,AUS,"United States of America",USA,G,N,IN,C,5
2018,Austria,AUT,Australia,AUS,G,A,AR,P,5
2018,Austria,AUT,Canada,CAN,G,A,AR,P,5
2018,Austria,AUT,Canada,CAN,G,N,FI,P,5
2018,Austria,AUT,Malaysia,MYS,U,N,FI,P,5
2018,Azerbaijan,AZE,Armenia,ARM,G,N,FI,P,5
2018,Azerbaijan,AZE,Australia,AUS,G,A,AR,P,5
2018,Azerbaijan,AZE,Austria,AUT,G,N,FA,P,69
2018,Azerbaijan,AZE,Belgium,BEL,G,N,FI,P,15
2018,Azerbaijan,AZE,Belgium,BEL,G,R,RA,P,20
2018,Azerbaijan,AZE,Canada,CAN,G,A,AR,P,71
2018,Azerbaijan,AZE,Canada,CAN,G,N,FI,P,164
2018,Azerbaijan,AZE,Czechia,CZE,G,N,FI,P,34
2018,Azerbaijan,AZE,Czechia,CZE,G,R,RA,P,11
2018,Azerbaijan,AZE,Denmark,DNK,G,A,AR,P,17
2018,Azerbaijan,AZE,Estonia,EST,G,N,FI,P,5
2018,Azerbaijan,AZE,Finland,FIN,G,N,FI,P,14
2018,Azerbaijan,AZE,Finland,FIN,G,R,RA,P,5
2018,Azerbaijan,AZE,France,FRA,G,A,AR,P,186
2018,Azerbaijan,AZE,France,FRA,G,N,FI,P,411
2018,Azerbaijan,AZE,France,FRA,G,A,RA,P,64
2018,Azerbaijan,AZE,France,FRA,G,R,RA,P,71
2018,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,25
2018,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,105
2018,Azerbaijan,AZE,Georgia,GEO,G,N,FI,P,12
2018,Azerbaijan,AZE,Germany,DEU,G,J,JR,P,2971
2018,Azerbaijan,AZE,Germany,DEU,G,N,NA,P,1783
2018,Azerbaijan,AZE,Germany,DEU,G,R,RA,P,536
2018,Azerbaijan,AZE,Iceland,ISL,G,A,AR,P,6
2018,Azerbaijan,AZE,Israel,ISR,G,N,FA,P,45
2018,Azerbaijan,AZE,Italy,ITA,G,N,FI,P,50
2018,Azerbaijan,AZE,"Rep. of Korea",KOR,G,N,FA,P,5
2018,Azerbaijan,AZE,Lithuania,LTU,G,N,FI,P,24
2018,Azerbaijan,AZE,Luxembourg,LUX,G,N,FI,P,5
2018,Azerbaijan,AZE,Latvia,LVA,G,N,FI,P,14
2018,Azerbaijan,AZE,Netherlands,NLD,G,N,FI,P,239
2018,Azerbaijan,AZE,Netherlands,NLD,G,R,RA,P,60
2018,Azerbaijan,AZE,Norway,NOR,G,A,AR,P,8
2018,Azerbaijan,AZE,Norway,NOR,G,N,FI,P,5
2018,Azerbaijan,AZE,Norway,NOR,G,R,RA,P,5
2018,Azerbaijan,AZE,Poland,POL,G,N,AR,P,23
2018,Azerbaijan,AZE,Poland,POL,G,N,FI,P,30
2018,Azerbaijan,AZE,Portugal,PRT,G,N,FI,P,5
2018,Azerbaijan,AZE,"Russian Federation",RUS,G,N,FI,P,8
2018,Azerbaijan,AZE,"Russian Federation",RUS,G,N,TA,P,18
2018,Azerbaijan,AZE,Spain,ESP,G,N,FI,P,19
2018,Azerbaijan,AZE,Slovakia,SVK,G,N,FA,P,16
2018,Azerbaijan,AZE,Slovenia,SVN,G,N,FI,P,12
2018,Azerbaijan,AZE,Sweden,SWE,G,N,FI,P,329
2018,Azerbaijan,AZE,Sweden,SWE,G,A,JR,P,243
2018,Azerbaijan,AZE,Sweden,SWE,G,R,RA,P,88
2018,Azerbaijan,AZE,Switzerland,CHE,G,N,FI,P,104
2018,Azerbaijan,AZE,Switzerland,CHE,G,R,RA,P,5
2018,Azerbaijan,AZE,Ukraine,UKR,G,N,FI,P,5
2018,Azerbaijan,AZE,"United States of America",USA,G,A,AR,P,88
2018,Azerbaijan,AZE,"United States of America",USA,G,N,EO,P,32
2018,Azerbaijan,AZE,"United States of America",USA,G,N,IN,C,184
2018,Bahrain,BHR,Austria,AUT,G,N,FA,P,5
2018,Bahrain,BHR,Canada,CAN,G,N,FI,P,16
2018,Bahrain,BHR,France,FRA,G,N,FI,P,5
2018,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,7
2018,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,28
2018,Bahrain,BHR,Germany,DEU,G,J,JR,P,11
2018,Bahrain,BHR,Germany,DEU,G,N,NA,P,12
2018,Bahrain,BHR,Netherlands,NLD,G,N,FI,P,5
2018,Bahrain,BHR,Sweden,SWE,G,A,JR,P,5
2018,Bahrain,BHR,"United States of America",USA,G,N,IN,C,5
2018,Barbados,BRB,Canada,CAN,G,A,AR,P,5
2018,Barbados,BRB,Canada,CAN,G,N,FI,P,62
2018,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,6
2018,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,5
2018,Burundi,BDI,Egypt,EGY,U,N,FI,P,18
2018,Burundi,BDI,Belgium,BEL,G,N,FI,P,400
2018,Burundi,BDI,Belgium,BEL,G,R,RA,P,20
2018,Burundi,BDI,Botswana,BWA,G,N,FI,P,33
2018,Burundi,BDI,Brazil,BRA,G,N,FI,P,5
2018,Burundi,BDI,Canada,CAN,G,A,AR,P,5
2018,Burundi,BDI,Canada,CAN,G,N,FI,P,736
2018,Burundi,BDI,China,CHN,U,N,FI,P,6
2018,Burundi,BDI,"Dem. Rep. of the Congo",COD,G,N,FI,P,335
2018,Burundi,BDI,Denmark,DNK,G,A,AR,P,5
2018,Burundi,BDI,France,FRA,G,N,FI,P,370
2018,Burundi,BDI,France,FRA,G,R,RA,P,5
2018,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,16
2018,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,15
2018,Burundi,BDI,Germany,DEU,G,J,JR,P,30
2018,Burundi,BDI,Germany,DEU,G,N,NA,P,23
2018,Burundi,BDI,Greece,GRC,G,A,AR,P,5
2018,Burundi,BDI,Greece,GRC,G,N,FI,P,18
2018,Burundi,BDI,Ireland,IRL,G,A,AR,P,5
2018,Burundi,BDI,Italy,ITA,G,N,FI,P,5
2018,Burundi,BDI,Kenya,KEN,G,A,AR,P,28
2018,Burundi,BDI,Kenya,KEN,G,N,FI,P,1702
2018,Burundi,BDI,"Rep. of Korea",KOR,G,N,FA,P,18
2018,Burundi,BDI,Mali,MLI,G,N,FI,P,5
2018,Burundi,BDI,Malawi,MWI,G,A,AR,P,14
2018,Burundi,BDI,Malawi,MWI,G,N,FI,P,965
2018,Burundi,BDI,Mozambique,MOZ,G,N,FI,P,406
2018,Burundi,BDI,Namibia,NAM,G,N,FI,P,33
2018,Burundi,BDI,Netherlands,NLD,G,N,FI,P,5
2018,Burundi,BDI,Netherlands,NLD,G,R,RA,P,14
2018,Burundi,BDI,Norway,NOR,G,A,AR,P,5
2018,Burundi,BDI,"South Africa",ZAF,G,A,AR,P,372
2018,Burundi,BDI,"South Africa",ZAF,G,N,FI,P,443
2018,Burundi,BDI,Rwanda,RWA,G,N,FI,P,48
2018,Burundi,BDI,Spain,ESP,G,N,FI,P,7
2018,Burundi,BDI,"South Sudan",SSD,G,N,FI,P,18
2018,Burundi,BDI,Eswatini,SWZ,G,N,FI,P,37
2018,Burundi,BDI,Sweden,SWE,G,N,FI,P,86
2018,Burundi,BDI,Sweden,SWE,G,A,JR,P,29
2018,Burundi,BDI,Sweden,SWE,G,R,RA,P,5
2018,Burundi,BDI,Switzerland,CHE,G,N,FI,P,29
2018,Burundi,BDI,Türkiye,TUR,U,N,FI,P,10
2018,Burundi,BDI,Uganda,UGA,G,N,FI,P,2373
2018,Burundi,BDI,"United States of America",USA,G,A,AR,P,59
2018,Burundi,BDI,"United States of America",USA,G,N,EO,P,11
2018,Burundi,BDI,"United States of America",USA,G,N,IN,C,41
